super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count
2440,University Of Mississippi,Clarksdale,MS,109100,43300,6.9760585,5.3949351,23.683475,1.4220937,1.6521732,0.09920609,-0.95894188,-1.1912183,2003.333333
3282,"King's College of Wilkes-Barre, PA",Scranton,PA,89900,52400,4.3402076,1.2981336,38.02412,3.7581856,1.6503258,0.16311306,1.6958218,-1.051398,368.6666667
2063,Community College Of Baltimore County,Baltimore,MD,71600,32700,11.790532,0.51818252,13.984437,0.23875241,1.6488396,0.028150178,0.94456327,4.0146813,2751.333333
1676,Elmhurst College,Chicago,IL,100200,48500,4.7116985,1.7193377,34.968952,0.10371691,1.6476316,0.004886828,-1.759346,-3.8241434,345
3210,Oregon State University,Eugene,OR,100600,50000,5.0318747,1.8146574,32.703476,1.5881617,1.6455978,0.079914302,-0.29231226,-1.7094924,2520.666667
1847,Buena Vista University,Storm Lake,IA,69800,45900,5.8302684,0.71187371,28.200077,1.8770857,1.6441402,0.10943913,-0.48533493,-7.8709655,317.1666667
1707,Lewis University,Chicago,IL,93700,49300,5.7522955,0.69187528,28.507059,0.029665066,1.6398102,0.001706422,0.90175968,0.33704633,396.3333333
1247,Napa Valley College,San Francisco,CA,75000,33700,9.9417667,0.33877575,16.492439,0.057166804,1.63964,0.00568339,0.036188856,-2.3525958,837
216,Oklahoma State University - Oklahoma City,Oklahoma City,OK,64600,30900,14.062416,0.12353421,11.650084,0,1.6382834,0,0.32585895,3.8199668,517.3333333
2975,University Of North Carolina - Charlotte,Charlotte,NC,92300,42700,6.5462718,1.2450166,25.022474,0.47997534,1.638039,0.031420488,0.2871533,0.88503361,2126
64,"West Virginia University, West Virginia University Institute Of Technology, West Virginia University - Parkersburg, And Potomac State College",Morgantown,WV,86700,42700,7.6165147,1.2364236,21.485952,0.90206444,1.6364807,0.068705872,-0.87258452,-3.3606153,4418.666667
2282,Madonna University,Detroit,MI,100700,41400,6.6028447,0.59299409,24.779823,0.009016012,1.6361732,0.000595313,-3.2542415,-3.6249406,207
5618,Savannah Technical College,Savannah,GA,45500,23700,27.108843,0.60718477,6.0353436,0.022836562,1.6361117,0.006190728,-5.4651089,-5.489604,474.5
3626,Tarrant County College District,Fort Worth,TX,75400,32900,10.46481,0.60235184,15.633657,0.45023417,1.6360326,0.047116153,4.2239432,7.7553539,5624
7531,Academy Of Art University,San Francisco,CA,92300,27400,9.3524237,3.56812,17.490002,1.4551296,1.635739,0.13608989,2.8896575,7.7147851,495.6666667
3480,"Bethel University of McKenzie, TN",Dickson,TN,54700,34500,19.760933,0.64282161,8.2739305,0.027163295,1.6350058,0.005367721,0.68418473,-0.97279215,113
1737,Northern Illinois University,Rockford,IL,97700,48000,5.3890185,0.70372933,30.3344,0.61029243,1.6347265,0.03288877,3.4014981,4.5918441,3034.666667
1800,Grace College And Theological Seminary,Wayne,IN,73100,30800,6.7531691,0.2054116,24.167542,0.20896055,1.6320751,0.014111459,0.11498622,-5.9851279,224.3333333
3252,Delaware Valley College Of Science & Agriculture,Philadelphia,PA,90700,45100,6.2112503,1.2179646,26.223236,0.002507145,1.6287909,0.000155725,-2.9194613,-5.2030215,316
8083,Haywood Community College,Asheville,NC,53700,23300,19.552155,0.3706575,8.3304138,0,1.6287754,0,-2.0140734,-2.8714998,211
4513,Housatonic Community College,Bridgeport,CT,62300,29000,16.157106,0.33225113,10.076512,0,1.628073,0,1.0622313,0.43353596,608.3333333
3244,Chatham University,Pittsburgh,PA,71200,31800,10.032528,0.73083538,16.221189,0.0432221,1.6273953,0.004336269,-2.2671773,-9.9607458,125
3284,Lafayette College,Allentown,PA,156700,75300,2.7788992,9.9882174,58.545597,5.1081195,1.6269231,0.1419495,-0.72642022,-1.3778762,488
2841,SUNY College At Brockport,Buffalo,NY,86800,43500,5.8268657,0.27359813,27.918158,0.025927499,1.6267536,0.001510761,0.10856253,-1.3613584,1000
2107,Stevenson University,Baltimore,MD,99000,55200,4.2376637,0.80274224,38.386387,0.026600188,1.626686,0.001127227,1.3095237,2.3095548,400
1149,Humboldt State University,Eureka,CA,96000,35500,8.8256044,1.5193948,18.423893,0.55234438,1.62602,0.048747733,1.4426574,1.3167497,736.6666667
22202,California Culinary Academy,San Francisco,CA,66000,27900,12.081306,2.036026,13.457558,0,1.6258488,0,2.9895165,3.635097,154
2499,Rockhurst University,Kansas City,MO,107300,48400,4.24406,2.2915881,38.294907,0.10810613,1.6252588,0.004588089,-0.4378106,-5.8487816,250
2327,University Of Michigan - Flint,Detroit,MI,94500,38700,6.2428751,0.97015446,26.016012,0.93022138,1.6241471,0.058072556,5.6892505,10.244706,567.3333333
1521,Southeastern University,Lakeland,FL,67000,33400,11.53024,0.48097587,14.077631,0,1.6231846,0,-4.6964092,-11.586,288.3333333
2479,"Lincoln University of Jefferson City, MO",Columbia,MO,57000,31300,16.793674,0.15193257,9.6651764,0,1.6231382,0,4.347394,7.8576274,529
7730,Burlington County College - Pemberton Campus,Philadelphia,NJ,83200,33500,7.8882174,0.51057118,20.560368,0.03960849,1.6218464,0.003124404,-0.44136304,-2.961103,1291.833333
31060,Missouri State University - West Plains,West Plains,MO,43100,28200,26.741659,0.064489312,6.0640683,0.02219717,1.6216325,0.005935892,-3.1362624,-7.9989686,228.5
34283,Klamath Community College,Klamath Falls,OR,53600,18200,27.762054,0.12853979,5.8359289,0.023133976,1.6201738,0.006422468,-2.4978693,1.0092738,128
3395,Pennsylvania College Of Technology,Williamsport,PA,73400,40800,8.4000359,0.39549261,19.285921,0,1.6200242,0,-1.2482047,-2.0697892,1394.333333
1051,University Of Alabama,Tuscaloosa,AL,106100,44300,6.4959636,3.2817471,24.877769,0.88727903,1.6160508,0.057637326,-2.958034,-5.8846774,2843.666667
2871,Mohawk Valley Community College - SUNY Office Of Community Colleg,Syracuse,NY,58300,28700,16.150478,0.21733873,10.005264,0,1.6158979,0,3.1405263,5.4567618,1117
72,"University Of South Dakota, South Dakota State Universities And South Dakota School Of Mines And Technology",Brookings,SD,71600,39600,7.4326754,0.39132312,21.739958,1.2468216,1.6158605,0.092672206,-2.5835903,-9.6207409,4322
3770,Big Bend Community College,Moses Lake,WA,64400,31700,13.131535,0.19413744,12.303696,0,1.6156641,0,5.9618354,8.0239601,359
1900,William Penn University,Ottumwa,IA,64400,38300,9.7167206,0.43535471,16.609699,0.001742867,1.6139179,0.00016935,9.1586018,5.3101006,143.1666667
1246,Mt. San Jacinto College,Los Angeles,CA,71000,25100,12.712028,0.29425389,12.694518,0.15693273,1.6137305,0.01994933,-0.28821939,0.31823209,1448
1895,Waldorf College,Mason City,IA,70300,39300,10.320208,0.68459046,15.62348,0.039184473,1.6123755,0.004043919,3.3334486,3.4816165,117
3219,Southern Oregon University,Medford,OR,84400,34400,7.7891054,1.1387998,20.681213,0.60162175,1.6108814,0.046860952,1.1509173,1.6691072,676
3965,Bay State College,Boston,MA,55000,25300,20.492889,0.19497113,7.8499851,0.020191979,1.6086887,0.00413792,-3.98493,-4.0687485,150
4600,Northwest Iowa Community College,Sioux Center,IA,62900,38900,7.1676426,0.11774506,22.442808,0.010638526,1.6086202,0.000762532,-3.1545327,-7.849051,244.3333333
3032,Cleveland State University,Cleveland,OH,72700,37000,10.86647,0.60716277,14.791094,0.55766869,1.6072698,0.060598902,2.9146948,1.9274194,1124.666667
3711,Ferrum College,Roanoke,VA,71100,37000,11.282829,1.1261963,14.24159,0.015151007,1.6068542,0.001709462,1.754416,6.7922616,213.6666667
2876,Orange County Community College,Poughkeepsie,NY,80200,33700,9.4203339,0.14541766,17.051229,0.008611844,1.6062828,0.000811264,1.2610459,1.1524025,1110
21830,Orleans Technical Institute,Philadelphia,PA,41000,18100,25.281816,0.85425389,6.3501148,0.053967267,1.6054245,0.013643906,-5.3940272,-4.2620354,78.5
3999,Cleveland State Community College,Cleveland,TN,64700,27000,13.267526,0.042375453,12.08764,0.060132671,1.6037308,0.007978117,6.2682152,4.8178205,445.6666667
3604,Rice University,Houston,TX,149200,76700,3.2903128,7.1944342,48.73172,8.0114975,1.603426,0.26360333,1.5394958,1.7744087,632
3402,Bryant University,Providence,RI,116900,73300,2.9851425,3.1231222,53.712643,6.547965,1.6033988,0.19546607,0.56835741,0.14046006,619.5
11074,Bainbridge State College,Bainbridge,GA,35300,21900,32.756332,0,4.8934994,0.000424953,1.6029309,0.000139199,4.2816443,8.6581631,277.6666667
2128,Boston College,Boston,MA,168400,71800,2.8515625,13.808219,56.210754,7.0597281,1.6028848,0.20131257,0.18973736,-1.2555894,2147.333333
2920,Duke University,Raleigh,NC,196000,87500,3.1803749,19.215614,50.391167,13.37084,1.6026281,0.42524287,0.42037848,-0.54027158,1500
2542,Creighton University,Omaha,NE,119200,57200,2.9984152,5.4313846,53.443874,3.2681818,1.6024692,0.097993672,-0.79990828,-4.0969381,728
1727,Moody Bible Institute,Chicago,IL,78900,27400,7.7346454,0.30353957,20.708139,0.016288575,1.601701,0.001259864,-3.8816497,-7.2728753,355.6666667
1475,Daytona State College,Deltona,FL,52400,24400,20.341427,0.45290062,7.8678384,0.080041446,1.6004307,0.016281573,-2.7092507,-2.7314019,1856.333333
65,West Virginia Community And Technical College System,Morgantown,WV,64200,33900,13.474824,0.24485372,11.871827,0,1.5997078,0,-0.15931363,-0.8957423,1071
39803,California State University Channel Islands,Los Angeles,CA,96300,47300,5.0687542,2.196739,31.521225,0.10566726,1.5977334,0.005356014,-2.3323505,-2.5877657,50
3039,Columbus College Of Art & Design,Columbus,OH,81800,32500,6.2556891,0.68681389,25.537231,0.036257587,1.5975299,0.002268162,4.8077168,2.3907447,245.5
2067,Washington Adventist University,Washington DC,MD,74900,36200,8.4367943,0.072472945,18.934177,3.4159918,1.5974376,0.28820023,3.6034794,6.5723009,125.3333333
8613,Roanoke Chowan Community College,Roanoke Rapids,NC,29400,20500,43.463161,0.017934123,3.675302,0,1.5974025,0,-9.6148882,-4.3746428,151.6666667
5001,Edmonds Community College,Seattle,WA,84300,34400,8.4483299,0.6247834,18.885071,0.33860773,1.5954733,0.0286067,2.0129247,3.0962214,1084
41519,Columbia Gorge Community College,The Dalles,OR,59100,33000,14.293604,0.30437729,11.151636,0.055136025,1.5939707,0.007880925,-5.8753724,-12.200507,88
9763,Tulsa Community College,Tulsa,OK,69800,30000,12.698648,0.51479065,12.528336,0.25238377,1.5909294,0.032049328,0.57908195,0.79643261,2224.333333
2109,McDaniel College,Baltimore,MD,108100,52100,3.8575313,2.1952834,41.236835,4.7196569,1.5907239,0.18206225,0.45476061,-0.23221125,357.6666667
9941,Belmont College,Wheeling,OH,53000,26800,18.119841,0.055610627,8.7699795,0.013853036,1.5891062,0.002510148,0.66108948,-6.9574938,289
1040,Southern Union State Community College,LaGrange,AL,66800,29300,16.430082,0.9173004,9.6672935,0.040340237,1.5883443,0.006627935,0.94060439,7.1128311,880
3414,University Of Rhode Island,Providence,RI,105900,53400,4.6992502,1.7448971,33.799889,0,1.5883412,0,0.081380814,-1.9083652,1954
3178,Seminole State College,Oklahoma City,OK,49600,27400,21.860142,0.095357478,7.25845,0.72591823,1.5867075,0.15868676,-6.5473924,-4.566432,282.5
9236,Nashua Community College,Manchester,NH,81500,33500,7.7254744,0.55876201,20.493607,0.10301992,1.5832282,0.007958778,0.28972402,-2.193738,304
1980,University Of Pikeville,Pikeville,KY,57400,32000,20.491991,0.55227762,7.7243114,0.063608631,1.5828652,0.013034676,-2.7131824,-7.6499605,173.6666667
8612,Robeson Community College,Fayetteville,NC,32500,18700,34.441162,0.027652545,4.5949273,0.008060684,1.5825464,0.002776193,-0.73482651,2.5273349,254
1379,Connecticut College,Bridgeport,CT,170500,55500,3.1054907,13.932349,50.867634,5.1587958,1.5796896,0.16020593,0.34254849,-1.217073,413.6666667
8903,College Of The Canyons,Los Angeles,CA,88200,32500,9.308095,0.77206165,16.967331,0.5941205,1.5793353,0.055301305,-0.62946242,0.3864001,1868.666667
3712,Tidewater Community College,Virginia Beach,VA,65500,28900,14.849774,0.2854445,10.633044,0.068450123,1.5789831,0.010164688,-1.3496684,-1.5033197,3159
1363,Regis University,Denver,CO,121400,47600,3.8272104,8.5077429,41.248951,0.029172638,1.5786841,0.001116498,0.73399776,2.3776238,274.3333333
3089,Ohio Northern University,Findlay,OH,91300,63200,3.0293937,0.4204343,52.099304,5.635673,1.5782932,0.17072673,0.97888142,-2.3789506,629
35,Arizona State And Northern Arizona University And University Of Arizona,Phoenix,AZ,110700,46300,4.9298477,4.0208273,32.00898,1.2856299,1.5779939,0.063379593,0.73900187,1.0541096,12056
6865,Camden County College,Philadelphia,NJ,74000,30500,12.293932,0.3310551,12.835206,0.24856304,1.5779516,0.030558169,-0.053575777,1.6269317,2197.666667
1385,Fairfield University,Bridgeport,CT,151500,69900,2.4959581,8.294425,63.194359,8.2432213,1.5773047,0.20574734,1.3766249,2.0693421,863
1562,Georgia Perimeter College,Atlanta,GA,68800,28500,13.379997,0.78577513,11.757546,0.29404035,1.5731593,0.03934259,8.1988134,14.912481,2563
5511,Okefenokee Technical College,Waycross,GA,35300,16400,36.769367,0.0505221,4.2760415,0.016138148,1.5722733,0.005933894,-1.6874294,-2.0702491,169
3005,University Of North Dakota,Grand Forks,ND,90000,49400,4.5188227,0.93605071,34.775791,0.82573789,1.5714563,0.037313633,-2.1247754,-6.892396,1769.666667
2955,Pfeiffer University,Charlotte,NC,83600,40200,8.7940168,0.58442664,17.851658,0.15055768,1.569878,0.013240069,-0.78484416,-7.4539542,129.5
3315,Bloomsburg University Of Pennsylvania,Scranton,PA,89800,45700,5.6313,0.38807201,27.874506,0.43355274,1.569697,0.024414657,0.15757494,-2.0128238,1487
2748,Le Moyne College,Syracuse,NY,89100,49400,5.5178146,0.46121165,28.444174,0.14464025,1.5694969,0.007980981,0.14975441,-3.8283019,506.5
3687,Green Mountain College,Burlington,VT,93200,31200,8.5614157,2.1846452,18.326477,0.23428693,1.5690058,0.020058276,-0.65536374,2.3714244,155.6666667
1091,Arkansas State University - Beebe,Searcy,AR,63100,29500,13.748596,0.25216952,11.365198,0.3781302,1.5625553,0.051987596,3.6779709,2.1997311,644.6666667
1854,Coe College,Cedar Rapids,IA,90600,48500,4.0683455,1.5752088,38.39827,3.4303088,1.5621743,0.13955681,-2.0217202,-8.5423012,259
2016,Loyola University New Orleans,New Orleans,LA,113800,42800,5.4181023,5.1247225,28.830633,2.7762494,1.5620732,0.15042002,4.0958314,5.7619743,677
2530,Montana State University - Billings,Billings,MT,66000,31500,11.296272,0.35141221,13.825029,0.33501512,1.561713,0.037844218,-4.2439785,-9.0804739,744.6666667
3549,Blinn College,Houston,TX,83400,37100,10.325624,1.0502894,15.124557,0.57426429,1.5617049,0.05929637,-0.41634688,-0.70993674,2875
7986,Halifax Community College,Roanoke Rapids,NC,29900,18900,38.912918,0.046232514,4.0131855,0,1.5616477,0,-9.0427923,-3.1453218,238
2460,Culver-Stockton College,Quincy,MO,78600,38900,7.40482,0.43597239,21.080763,0.44209269,1.5609925,0.032736167,1.6630696,2.7999372,173
22540,New England Culinary Institute,Claremont,VT,91600,33100,10.379833,2.5063341,15.03817,0.57391781,1.5609369,0.059571709,-2.4702749,0.12356728,89
2864,Dutchess Community College,Poughkeepsie,NY,82900,31900,9.1885271,0.15587729,16.987471,0,1.5608984,0,-0.51677901,-1.6419848,1283
1484,Florida State College At Jacksonville,Jacksonville,FL,66600,30100,13.90433,0.39894342,11.22481,0.070289962,1.5607346,0.009773349,-1.4070818,-0.63928694,3479.666667
3801,Wenatchee Valley College,Wenatchee,WA,61200,29400,13.642414,0.14023203,11.426025,0.041203715,1.5587857,0.005621181,1.6135311,1.9407275,516.6666667
201,Chabot-Las Positas Community College District,San Francisco,CA,84000,35200,9.2919216,0.639301,16.760674,0.037799943,1.5573887,0.003512341,8.8402462,13.224305,2381.666667
3384,University Of Scranton,Scranton,PA,120200,60000,3.207145,2.9284189,48.48238,2.268342,1.5549002,0.072749011,-0.38178289,-2.1628573,850.3333333
9420,"Sanford-Brown College of McLean, VA",Washington DC,VA,49700,24200,23.964211,0.27133611,6.483572,0.052253943,1.5537369,0.012522245,-2.4371963,1.3610574,147.8333333
7669,Southwest Wisconsin Technical College,Monroe,WI,57700,28700,17.08684,0.18652807,9.0835619,0.018140107,1.5520936,0.003099571,-6.414587,-14.377734,392
3644,Texas Tech University,Lubbock,TX,110300,48800,4.5976319,2.4215157,33.735153,2.8467019,1.5510181,0.13088086,-0.36009386,-0.75228572,4093.333333
2174,Northern Essex Community College,Boston,MA,70700,31300,14.272831,0.36006388,10.864457,0.008579464,1.5506657,0.001224532,4.3891048,6.732522,694.3333333
4845,Wilson Community College,Wilson,NC,48000,24900,25.769711,0,6.0122099,0,1.549329,0,-1.6186801,7.4589744,263.6666667
3791,Shoreline Community College,Seattle,WA,84200,33100,7.8433299,0.55567586,19.751665,0.85737294,1.5491883,0.067246586,0.97529876,-0.14466779,1041
2808,Daemen College,Buffalo,NY,77600,41900,10.852973,0.39528888,14.272386,2.3021193,1.5489782,0.24984838,-0.8619256,-6.1256452,250.6666667
3401,Brown University,Providence,RI,197000,66900,2.9180808,18.865089,53.072048,6.9443302,1.5486852,0.20264117,2.25337,3.374923,1314.666667
20771,Milwaukee Institute Of Art & Design,Milwaukee,WI,89200,32200,4.1138864,1.9608266,37.643314,0,1.5486031,0,2.4517431,-0.4703896,129.6666667
1987,Transylvania University,Lexington-Fayette,KY,98300,45200,4.87327,4.6891437,31.757793,2.8297112,1.5476429,0.13789946,-1.4711916,-2.639255,260
3884,Ripon College,Oshkosh,WI,92100,45600,4.1544652,1.5394205,37.249184,0.60478038,1.5475043,0.02512539,0.70750743,-2.553241,215.3333333
1558,College Of Coastal Georgia,Brunswick,GA,64400,27200,17.309458,0.17566894,8.9343662,0.002441282,1.5464904,0.000422573,-1.228231,1.4019272,409.6666667
1623,North Idaho College,Spokane,ID,59600,26700,14.090839,0.42410138,10.971869,0.33217791,1.5460285,0.046806652,-2.0779819,-5.6052427,828.3333333
7570,Helena College University Of Montana,Helena,MT,57900,30900,12.447993,0.31990668,12.419806,0.10044933,1.5460166,0.012503927,-0.24973613,-10.893574,157
1930,Labette Community College,Bartlesville,KS,57700,30200,11.66567,0.098583162,13.248139,0.007254775,1.5454843,0.000846318,6.4215279,3.4541495,165.5
8976,Clayton State University,Atlanta,GA,77600,35000,9.8921986,0.22733837,15.617856,0.57613534,1.5449493,0.056992449,7.2451167,17.482853,581
2080,Maryland Institute College Of Art,Baltimore,MD,117100,31300,5.4411573,2.621454,28.390446,0.11891168,1.5447689,0.006470172,-0.12383252,-1.4598378,173
7764,Southeast Technical Institute,Sioux Falls,SD,68900,40200,7.6347837,0.31307727,20.223158,0.19119179,1.5439943,0.01459708,-0.21841842,-6.8438621,579
2523,"Westminster College of Fulton, MO",Columbia,MO,96600,47300,3.3177302,3.5456207,46.46397,0.46613887,1.5415492,0.01546523,1.8767225,-0.41942447,159
3465,Mount Marty College,Yankton,SD,67100,35000,8.2088547,0.0505221,18.768934,4.5514703,1.5407146,0.37362358,-2.4735553,-15.19987,137
3357,Point Park University,Pittsburgh,PA,79200,32800,8.7637434,0.82167983,17.573057,0,1.5400577,0,-3.7754595,-7.5556083,314
3558,North Central Texas College,Dallas,TX,79800,32500,10.914198,0.59309632,14.102403,0,1.5391641,0,-1.4011611,-2.3371968,979
4920,Trident Technical College,Charleston,SC,63500,27200,16.77578,0.50227541,9.1699066,0.011822429,1.5383233,0.001983305,-0.58160526,3.2236602,1909
21,University Of Alaska System,Anchorage,AK,85000,35300,8.0150042,0.41280213,19.167326,0.36864889,1.5362619,0.029547222,0.39049658,-2.0268579,3342.666667
3408,Community College Of Rhode Island,Providence,RI,64600,28600,15.742569,0.40597892,9.7449255,0.12689281,1.5341016,0.019976187,2.313782,2.8846107,3182
1239,Miracosta College,San Diego,CA,71200,26500,13.382569,1.3649485,11.450441,0.48921314,1.5323632,0.06546928,-5.3263564,-10.379117,1413.333333
2671,Bard College,Poughkeepsie,NY,117900,30900,6.4892879,7.5858154,23.605846,0,1.5318513,0,-2.0910552,-6.4765439,280
1926,Pittsburg State University,Joplin,KS,75300,40900,6.6530652,0.41042933,22.991796,0.56535107,1.5296592,0.037613176,0.24044381,-2.5329909,1057
8597,Feather River College,Portola,CA,66000,23400,17.68251,0.85359961,8.6481285,0.95419616,1.5292063,0.16872583,-0.95784718,2.6871943,179
3481,Carson - Newman University,Morristown,TN,79100,36300,9.4424877,1.3305694,16.182943,0,1.5280726,0,-0.17593309,-2.3881617,388
2237,Alpena Community College,Alpena,MI,60600,32500,15.903666,0.22387351,9.6057673,0.046377238,1.5276693,0.007375681,3.3668582,10.59343,298.5
7481,"Sanford-Brown College of Boston, MA",Boston,MA,40400,23500,24.289312,0.37425658,6.2879996,0.009489909,1.5273118,0.002305034,5.0888186,1.5188456,185.6666667
25132,Orange Technical Education Centers - Orlando Technical,Orlando,FL,46000,19200,24.62009,0.076333046,6.1993213,0.052739423,1.5262785,0.012984494,-9.4148026,-21.351421,172.3333333
1626,University Of Idaho,Pullman,ID,86600,41300,6.420516,0.72893757,23.754057,0.98724246,1.5251331,0.06338606,-1.7515345,-3.765538,1557.666667
1963,Eastern Kentucky University,Richmond,KY,69700,33800,14.080455,0.38033953,10.801895,0.12080123,1.5209559,0.017009361,-2.8558016,-5.7936373,2071.666667
1117,Azusa Pacific University,Los Angeles,CA,103700,42100,4.9204984,3.1117189,30.893568,0.096278884,1.5201175,0.004737401,-0.16448489,-1.706869,647
3586,Lubbock Christian University,Lubbock,TX,71900,37900,10.603443,0.27859202,14.297665,0.031467222,1.5160447,0.003336609,-4.9825354,-11.184611,228.5
1523,Saint Johns River State College,Deltona,FL,67800,27600,13.697609,0.32616168,11.060851,0,1.5150721,0,-1.851422,-2.6967325,749.6666667
2490,Missouri Western State University,St. Joseph,MO,68300,35100,10.289053,0.38209242,14.718495,0.31174511,1.5143937,0.032075621,-0.52435184,-1.476887,1011.666667
1880,Mount Mercy University,Cedar Rapids,IA,76500,43600,5.3291287,0.6034686,28.413311,0.22581902,1.5141819,0.012034186,-1.5800152,-8.4646111,152.5
8849,Palm Beach Atlantic University,Port St. Lucie,FL,92200,36000,7.8621521,3.7590806,19.250614,0.10614371,1.5135125,0.00834518,2.0726874,-0.3214502,361
9160,Rappahannock Community College,Newport News,VA,59900,28800,17.203072,0.042823832,8.7971344,0,1.5133774,0,-1.3371035,-2.36678,214.6666667
7893,Flagler College,Jacksonville,FL,100900,40300,4.7652149,1.87599,31.75666,0.12498491,1.5132731,0.0059558,-0.91284269,-2.3771231,408
1972,Lindsey Wilson College,Campbellsville,KY,49100,27500,21.113291,0.35796267,7.162456,0.59265745,1.5122303,0.12512949,-2.0018981,-5.0525155,268.6666667
1725,Monmouth College,Galesburg,IL,88100,41500,5.2175865,0.66407305,28.965288,0,1.511289,0,0.48453367,1.9750307,258.6666667
1522,South Florida State College,Lakeland,FL,44400,26600,24.746866,0.37949976,6.1016917,0.52844393,1.5099775,0.13077331,-2.7922683,-4.3166399,267.3333333
7304,Culinary Institute Of America,Poughkeepsie,NY,102800,41800,5.1736088,2.040061,29.177338,1.249947,1.5095212,0.064667359,1.6349492,2.8569515,531
10362,College Of Southern Nevada,Las Vegas,NV,66800,28900,12.047299,0.53005886,12.529078,0.36127603,1.5094155,0.043524005,-2.1503897,-3.6910646,3829
20522,Black River Technical College,Jonesboro,AR,41100,23600,25.216055,0.19970532,5.9858632,0.028771419,1.5093985,0.007255017,2.5263758,-2.355515,255
10364,Whatcom Community College,Bellingham,WA,78400,30900,9.2134428,0.93217969,16.376242,0.03402029,1.5088155,0.00313444,-0.58077967,-2.9829488,762.3333333
2325,University Of Michigan - Ann Arbor,Detroit,MI,156100,68700,2.9959381,9.1540947,50.350071,5.7304883,1.5084569,0.1716819,0.30329967,-0.20613256,5068.333333
2863,Corning Community College - SUNY Office Of Community Colleges,Elmira,NY,65200,30500,12.722815,0.093994983,11.854537,0,1.5082307,0,4.8129821,4.624227,720.6666667
12015,Austin Community College,Austin,TX,77100,32100,10.691411,1.2661422,14.101166,0.14522208,1.5076135,0.01552629,1.9740846,3.7354226,4347.333333
3998,Chattanooga State Community College,Chattanooga,TN,61800,25600,15.991968,0.26288322,9.4187775,0.15219831,1.5062479,0.024339506,2.3508925,4.6574545,1422.666667
3932,University Of Wyoming,Laramie,WY,90100,45700,4.9865427,0.84642935,30.202293,0.92614245,1.5060502,0.046182487,-2.066973,-7.6597824,1407.333333
1867,Grand View University,Des Moines,IA,71800,38900,7.8206644,0.61006296,19.24337,0,1.5049593,0,-2.1721129,-11.547247,163.6666667
3168,Rogers State University,Tulsa,OK,66500,31300,13.913014,0.26315159,10.814601,0,1.504637,0,-4.4749994,-8.0124369,481.3333333
3709,Emory & Henry College,Johnson City,VA,84000,40700,7.185431,1.1192086,20.924412,0.066394389,1.503509,0.004770723,2.6659203,3.5421491,226
8350,Art Institute Of Philadelphia ,Philadelphia,PA,68000,27900,12.081274,0.80526853,12.433701,0,1.5021493,0,3.735204,6.6070304,672
2903,Yeshiva University,New York,NY,180100,46400,3.1594985,12.664589,47.529106,4.8189411,1.5016813,0.15225436,0.60183221,0.9629423,630.3333333
2459,Crowder College,Joplin,MO,51100,24600,18.316031,0.30901691,8.1940022,0.37819982,1.5008159,0.069271199,1.929309,1.0811565,464
2788,Niagara University,Buffalo,NY,92300,46500,5.8389735,1.112553,25.686365,2.3090029,1.49982,0.13482206,-0.57602161,-2.70297,495
3407,Rhode Island College,Providence,RI,82700,41300,7.7854829,0.43974495,19.257948,0.38488209,1.4993242,0.029964928,0.75956607,1.3263112,918.6666667
3487,East Tennessee State University,Johnson City,TN,75600,33200,10.34819,0.57079768,14.48271,0.21905808,1.4986984,0.022668548,1.6352903,3.0133357,1442.333333
23263,"Fortis Institute of Palm Springs, FL",Port St. Lucie,FL,33200,21800,36.170395,0.070025176,4.138238,0.013535205,1.496817,0.004895737,-3.7159462,-0.37993476,128
2003,Centenary College Of Louisiana,Shreveport,LA,100300,45400,5.4169898,2.8977058,27.604317,0,1.4953231,0,1.5805557,1.6779168,193.3333333
2190,Worcester State University,Boston,MA,87600,44800,6.1302004,0.41132638,24.392248,0,1.4952939,0,-0.97118634,-3.2726574,660.6666667
1540,Webber International University,Lakeland,FL,62400,42000,13.637572,1.8512809,10.962901,0.036895361,1.4950737,0.005031632,-4.4975247,-3.0094502,90
2354,Hamline University,Minneapolis,MN,94300,47600,4.6895919,1.6249391,31.874393,0.10632177,1.494779,0.004986057,2.2822385,-0.004527638,389.6666667
1504,"State College Of Florida, Manatee-Sarasota",Sarasota,FL,62400,27700,13.158197,0.97165155,11.358954,0.37866765,1.4946337,0.04982584,1.7292911,2.0134757,1407
7118,Parkland College,Decatur,IL,72500,30700,10.95141,0.71224713,13.631656,0.83146024,1.4928585,0.091056615,2.9931512,4.5536442,1409
3615,Texas State University,Austin,TX,100900,44000,6.118176,1.2478079,24.389082,0.5353322,1.4921669,0.032752562,0.47746956,1.8413597,3032.333333
3316,California University Of Pennsylvania,Pittsburgh,PA,73800,38500,9.0004377,0.28126416,16.576563,0,1.4919633,0,-2.3724954,-4.6618133,934.3333333
3769,Bellevue College,Seattle,WA,97000,37700,6.4948902,2.0128324,22.94879,0.59025097,1.4904987,0.038336154,0.94657338,1.734991,1853.666667
3564,East Texas Baptist University,Longview,TX,72500,35900,10.71303,0.57659054,13.898809,2.2693391,1.4889835,0.24311498,-2.7458863,-3.1047876,270.3333333
1016,University Of North Alabama,Florence,AL,80300,36000,8.7119646,0.48658344,17.088572,0.49020293,1.4887502,0.042706307,2.998641,1.572226,806
